ID,Clase,Escuela,Turno,Sesion,Fecha,Hora,Aplicador,Tablet,Versión App
,,,,,,,,,241017
ID,task,trialCode,target,visual1,visual2,visual3,visual4,corrResp,numSyll,numPhon,struct,syllPos,trialType,audio1,audio2,numPrac,taskPos,trialPos,targetPos,resp,acierto,RT,session
,vocabularyPPVT,VO_PPV_T_01,fruta,251,252,253,254,251,2,5,,NA,2,fruta,NA,0,1,1,1,254,False,6.213181,
,vocabularyPPVT,VO_PPV_T_02,cadena,261,262,263,264,262,3,6,,NA,2,cadena,NA,0,1,2,3,262,True,2.13044,
,vocabularyPPVT,VO_PPV_T_03,cactus,271,272,273,274,273,2,6,,NA,2,cactus,NA,0,1,3,2,273,True,1.95874,
,vocabularyPPVT,VO_PPV_T_04,puercoespin,281,282,283,284,281,4,11,,NA,2,puercoespin,NA,0,1,4,3,281,True,7.401962,
,vocabularyPPVT,VO_PPV_T_05,bostezar,291,292,293,294,292,3,8,,NA,2,bostezar,NA,0,1,5,0,292,True,2.227821,
,vocabularyPPVT,VO_PPV_T_06,cabra,301,302,303,304,304,2,5,,NA,2,cabra,NA,0,1,6,2,304,True,2.514397,
,vocabularyPPVT,VO_PPV_T_07,decorado,311,312,313,314,314,4,8,,NA,2,decorado,NA,0,1,7,3,314,True,4.959557,
,vocabularyPPVT,VO_PPV_T_08,zorro,321,322,323,324,323,2,4,,NA,2,zorro,NA,0,1,8,0,323,True,2.406952,
,vocabularyPPVT,VO_PPV_T_09,garras,331,332,333,334,331,2,5,,NA,2,garras,NA,0,1,9,2,331,True,2.415901,
,vocabularyPPVT,VO_PPV_T_10,discutir,341,342,343,344,341,3,8,,NA,2,discutir,NA,0,1,10,0,341,True,4.535217,
,vocabularyPPVT,VO_PPV_T_11,astronauta,351,352,353,354,353,4,10,,NA,2,astronauta,NA,0,1,11,0,353,True,2.064568,
,vocabularyPPVT,VO_PPV_T_12,serrar,361,362,363,364,364,2,5,,NA,2,serrar,NA,0,1,12,1,363,False,1.535164,
,vocabularyPPVT,VO_PPV_T_13,tronco,371,372,373,374,372,2,6,,NA,2,tronco,NA,0,1,13,1,372,True,3.116241,
,vocabularyPPVT,VO_PPV_T_14,enorme,381,382,383,384,383,3,6,,NA,2,enorme,NA,0,1,14,3,383,True,4.132355,
,vocabularyPPVT,VO_PPV_T_15,paracaidas,391,392,393,394,393,5,10,,NA,2,paracaidas,NA,0,1,15,1,393,True,1.387489,
,vocabularyPPVT,VO_PPV_T_16,entregar,401,402,403,404,401,3,8,,NA,2,entregar,NA,0,1,16,2,401,True,2.307884,
,vocabularyPPVT,VO_PPV_T_17,globo,411,412,413,414,412,2,5,,NA,2,globo,NA,0,1,17,3,412,True,1.818848,
,vocabularyPPVT,VO_PPV_T_18,calculadora,421,422,423,424,422,5,11,,NA,2,calculadora,NA,0,1,18,0,422,True,2.820015,
,vocabularyPPVT,VO_PPV_T_19,gotear,431,432,433,434,434,3,6,,NA,2,gotear,NA,0,1,19,1,432,False,1.423836,
,vocabularyPPVT,VO_PPV_T_20,colmena,441,442,443,444,441,3,7,,NA,2,colmena,NA,0,1,20,1,441,True,6.055145,
,vocabularyPPVT,VO_PPV_T_21,lijar,451,452,453,454,452,2,5,,NA,2,lijar,NA,0,1,21,0,452,True,3.123962,
,vocabularyPPVT,VO_PPV_T_22,estatua,461,462,463,464,464,3,7,,NA,2,estatua,NA,0,1,22,3,464,True,1.964363,
,vocabularyPPVT,VO_PPV_T_23,aterrorizada,471,472,473,474,471,6,11,,NA,2,aterrorizada,NA,0,1,23,3,471,True,2.532494,
,vocabularyPPVT,VO_PPV_T_24,rectangulo,481,482,483,484,481,4,10,,NA,2,rectangulo,NA,0,1,24,0,481,True,1.219162,
,vocabularyPPVT,VO_PPV_T_25,marco,491,492,493,494,491,2,5,,NA,2,marco,NA,0,1,25,0,491,True,1.243988,
,vocabularyPPVT,VO_PPV_T_26,equipaje,501,502,503,504,502,4,7,,NA,2,equipaje,NA,0,1,26,3,503,False,0.1956482,
,vocabularyPPVT,VO_PPV_T_27,escritura,511,512,513,514,511,4,9,,NA,2,escritura,NA,0,1,27,2,514,False,0.5238647,
,vocabularyPPVT,VO_PPV_T_28,animar,521,522,523,524,521,3,6,,NA,2,animar,NA,0,1,28,1,523,False,0.6269226,
,vocabularyPPVT,VO_PPV_T_29,vehiculo,531,532,533,534,534,4,7,,NA,2,vehiculo,NA,0,1,29,2,531,False,0.5886383,
