ID,Clase,Escuela,Turno,Sesion,Fecha,Hora,Aplicador,Tablet,Versión App
,,,,,,,,,241017
ID,task,word1,word2,word3,word4,word5,word6,word7,word8,word9,numEl,trialType,taskPos,trialPos,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,resp9,acierto,RT,session
,STMorder,sol,pan,tren,,,,,,,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,STMorder,sol,tren,rey,pan,,,,,,4,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,STMorder,tren,pan,sol,,,,,,,3,1,2,1,tren,pan,sol,,,,,,,True,10.66866,
