ID,Clase,Escuela,Turno,Sesion,Fecha,Hora,Aplicador,Tablet,Versión App
000000,B,000,NA,1,111618,143627,BF,000,241017
 ID,task,trial_Code,freq,audioL,audioR,cond,trialType,audio1,numPrac,taskPos,trialPos,resp,RT,contador,session
000000,dichMus,DM_T_02,1,b,m,reves,2,r_01_bm,0,1,2,NA,8.739288,58,1
000000,dichMus,DM_T_02,1,b,m,reves,2,r_01_bm,0,1,2,NA,9.410904,59,1
000000,dichMus,DM_T_02,1,b,m,reves,2,r_01_bm,0,1,2,NA,10.05553,60,1
000000,dichMus,DM_T_02,1,b,m,reves,2,r_01_bm,0,1,2,NA,10.76939,61,1
000000,dichMus,DM_T_02,1,b,m,reves,2,r_01_bm,0,1,2,NA,11.459,62,1
000000,dichMus,DM_T_02,1,b,m,reves,2,r_01_bm,0,1,2,NA,12.14145,63,1
000000,dichMus,DM_T_02,1,b,m,reves,2,r_01_bm,0,1,2,NA,12.86236,64,1
000000,dichMus,DM_T_02,1,b,m,reves,2,r_01_bm,0,1,2,NA,13.53083,65,1
000000,dichMus,DM_T_02,1,b,m,reves,2,r_01_bm,0,1,2,NA,14.15038,66,1
000000,dichMus,DM_T_02,1,b,m,reves,2,r_01_bm,0,1,2,NA,14.83984,67,1
000000,dichMus,DM_T_02,1,b,m,reves,2,r_01_bm,0,1,2,NA,15.50705,68,1
000000,dichMus,DM_T_02,1,b,m,reves,2,r_01_bm,0,1,2,NA,16.1934,69,1
