ID,Clase,Escuela,Turno,Sesion,Fecha,Hora,Aplicador,Tablet,Versión App
,,,,,,,,,241017
ID,task,trialCode,target,visual1,visual2,visual3,visual4,corrResp,numSyll,numPhon,struct,syllPos,trialType,audio1,audio2,numPrac,taskPos,trialPos,targetPos,resp,acierto,RT,session
,lettersN,LN_E_01,A,A,Ñ,H,NA,A,NA,NA,NA,NA,0,A,NA,0,1,0,0,NA,NA,NA,
,lettersN,LN_T_05,G,G,Q,L,NA,G,NA,NA,NA,NA,2,G,NA,0,1,1,2,G,True,3.745018,
,lettersN,LN_T_10,M,M,Z,T,NA,M,NA,NA,NA,NA,2,M,NA,0,1,2,1,M,True,1.271149,
,lettersN,LN_T_12,Ñ,Ñ,M,B,NA,Ñ,NA,NA,NA,NA,2,Ñ,NA,0,1,3,0,NA,False,NA,
,lettersN,LN_T_03,D,D,B,K,NA,D,NA,NA,NA,NA,2,D,NA,0,1,4,2,D,True,1.73999,
,lettersN,LN_T_18,V,V,M,F,NA,V,NA,NA,NA,NA,2,V,NA,0,1,5,1,V,True,1.340363,
,lettersN,LN_T_17,T,T,J,N,NA,T,NA,NA,NA,NA,2,T,NA,0,1,6,2,T,True,1.208939,
,lettersN,LN_T_14,Q,Q,B,S,NA,Q,NA,NA,NA,NA,2,Q,NA,0,1,7,2,Q,True,1.024582,
,lettersN,LN_T_07,J,J,Y,C,NA,J,NA,NA,NA,NA,2,J,NA,0,1,8,2,J,True,1.167984,
,lettersN,LN_T_09,L,L,J,R,NA,L,NA,NA,NA,NA,2,L,NA,0,1,9,0,L,True,1.174927,
,lettersN,LN_T_04,F,F,P,S,NA,F,NA,NA,NA,NA,2,F,NA,0,1,10,1,F,True,1.148026,
,lettersN,LN_T_15,R,R,P,C,NA,R,NA,NA,NA,NA,2,R,NA,0,1,11,1,R,True,0.9725647,
,lettersN,LN_T_02,C,C,Q,J,NA,C,NA,NA,NA,NA,2,C,NA,0,1,12,1,C,True,0.9073334,
,lettersN,LN_T_22,Z,Z,N,T,NA,Z,NA,NA,NA,NA,2,Z,NA,0,1,13,0,Z,True,2.032059,
,lettersN,LN_T_01,B,B,R,N,NA,B,NA,NA,NA,NA,2,B,NA,0,1,14,2,B,True,1.456436,
,lettersN,LN_T_08,K,K,X,S,NA,K,NA,NA,NA,NA,2,K,NA,0,1,15,1,K,True,1.304153,
,lettersN,LN_T_20,X,X,K,L,NA,X,NA,NA,NA,NA,2,X,NA,0,1,16,2,X,True,2.779785,
,lettersN,LN_T_06,H,H,L,P,NA,H,NA,NA,NA,NA,2,H,NA,0,1,17,0,H,True,1.205124,
