ID,Clase,Escuela,Turno,Sesion,Fecha,Hora,Aplicador,Tablet,Versión App
,,,,,,,,,241017
ID,task,trialCode,target,visual1,visual2,visual3,visual4,corrResp,numSyll,numPhon,struct,syllPos,trialType,audio1,audio2,numPrac,taskPos,trialPos,targetPos,resp,acierto,RT,session
,lettersN,LN_T_16,S,S,Z,Y,NA,S,NA,NA,NA,NA,2,S,NA,0,1,18,0,S,True,1.071686,
,lettersN,LN_T_21,Y,Y,V,D,NA,Y,NA,NA,NA,NA,2,Y,NA,0,1,19,0,Y,True,1.321671,
,lettersN,LN_T_11,N,N,K,D,NA,N,NA,NA,NA,NA,2,N,NA,0,1,20,0,N,True,1.155975,
,lettersN,LN_T_13,P,P,R,X,NA,P,NA,NA,NA,NA,2,P,NA,0,1,21,0,P,True,1.124573,
,lettersN,LN_T_19,W,W,M,G,NA,W,NA,NA,NA,NA,2,W,NA,0,1,22,0,W,True,1.187073,
,lettersS,LS_T_05,e,E,A,D,NA,E,NA,NA,NA,NA,2,e,NA,0,2,1,0,E,True,1.875366,
,lettersS,LS_T_20,v,V,Y,J,NA,V,NA,NA,NA,NA,2,v,NA,0,2,2,2,V,True,1.631607,
,lettersS,LS_T_09,j,J,T,N,NA,J,NA,NA,NA,NA,2,j,NA,0,2,3,2,J,True,1.091324,
,lettersS,LS_T_01,a,A,E,J,NA,A,NA,NA,NA,NA,2,a,NA,0,2,4,1,A,True,0.8884277,
,lettersS,LS_T_21,y,Y,V,B,NA,Y,NA,NA,NA,NA,2,y,NA,0,2,5,2,Y,True,1.131042,
,lettersS,LS_T_15,p,P,F,E,NA,P,NA,NA,NA,NA,2,p,NA,0,2,6,2,P,True,1.211761,
,lettersS,LS_T_03,c,C,D,P,NA,C,NA,NA,NA,NA,2,c,NA,0,2,7,1,C,True,1.408676,
,lettersS,LS_T_11,m,M,W,L,NA,M,NA,NA,NA,NA,2,m,NA,0,2,8,1,M,True,1.132217,
,lettersS,LS_T_04,d,D,C,Z,NA,D,NA,NA,NA,NA,2,d,NA,0,2,9,1,D,True,1.235962,
,lettersS,LS_T_19,u,U,O,B,NA,U,NA,NA,NA,NA,2,u,NA,0,2,10,2,U,True,1.508026,
,lettersS,LS_T_18,t,T,F,C,NA,T,NA,NA,NA,NA,2,t,NA,0,2,11,0,T,True,1.035538,
,lettersS,LS_T_10,l,L,J,S,NA,L,NA,NA,NA,NA,2,l,NA,0,2,12,0,L,True,32.41681,
,lettersS,LS_T_16,r,R,K,S,NA,R,NA,NA,NA,NA,2,rr,NA,0,2,13,1,R,True,1.856293,
,lettersS,LS_T_13,ñ,Ñ,Z,T,NA,Ñ,NA,NA,NA,NA,2,ñ,NA,0,2,14,2,Ñ,True,2.044205,
,lettersS,LS_T_22,z,Z,F,R,NA,Z,NA,NA,NA,NA,2,s,NA,0,2,15,2,Z,True,7.56192,
,lettersS,LS_T_17,s,S,R,V,NA,S,NA,NA,NA,NA,2,s,NA,0,2,16,2,S,True,1.77597,
,lettersS,LS_T_02,b,B,R,L,NA,B,NA,NA,NA,NA,2,b,NA,0,2,17,1,B,True,2.004166,
,lettersS,LS_T_06,f,F,P,C,NA,F,NA,NA,NA,NA,2,f,NA,0,2,18,1,F,True,5.403961,
,lettersS,LS_T_14,o,O,U,P,NA,O,NA,NA,NA,NA,2,o,NA,0,2,19,1,O,True,1.503754,
,lettersS,LS_T_12,n,N,Z,Q,NA,N,NA,NA,NA,NA,2,n,NA,0,2,20,2,N,True,1.392151,
,lettersS,LS_T_07,g,G,D,T,NA,G,NA,NA,NA,NA,2,g,NA,0,2,21,0,G,True,1.644089,
,lettersS,LS_T_08,i,I,E,Q,NA,I,NA,NA,NA,NA,2,i,NA,0,2,22,0,I,True,1.079376,
,lettersN,LN_E_01,A,A,Ñ,H,NA,A,NA,NA,NA,NA,0,A,NA,0,3,22,2,NA,NA,NA,
