ID,Clase,Escuela,Turno,Sesion,Fecha,Hora,Aplicador,Tablet,Versión App
000000,NA,000,NA,1,070516,112725,NA,NA,070316
 ID,task,trial_Code,freq,audioL,audioR,cond,trialType,audio1,numPrac,taskPos,trialPos,resp,RT,contador,session
000000,DichSyll,DS_P_01,NA,la,sa,2,1,lasa,0,1,1,sa,2.625502,0,1
000000,DichSyll,DS_P_02,NA,ma,fa,2,1,mafa,0,1,2,ma,2.106205,1,1
000000,DichSyll,DS_P_03,NA,ca,ga,1,1,caga,0,1,3,ca,2.880981,2,1
000000,DichSyll,DS_T_06,NA,ta,da,1,2,tada,0,1,1,ta,1.767227,3,1
000000,DichSyll,DS_T_03,NA,ca,ga,1,2,caga,0,1,2,ca,1.759132,4,1
000000,DichSyll,DS_T_08,NA,fa,ma,2,2,fama,0,1,3,ma,1.675831,5,1
