ID,Clase,Escuela,Turno,Sesion,Fecha,Hora,Aplicador,Tablet,Versión App
000000,A,000,NA,1,111618,142315,BF,000,241017
 ID,task,trial_Code,freq,audioL,audioR,cond,trialType,audio1,numPrac,taskPos,trialPos,resp,RT,contador,session
000000,dichMus,DM_T_05,2,b,m,reves,2,r_02_bm,0,1,2,NA,9.879929,58,1
000000,dichMus,DM_T_05,2,b,m,reves,2,r_02_bm,0,1,2,NA,10.5813,59,1
000000,dichMus,DM_T_05,2,b,m,reves,2,r_02_bm,0,1,2,NA,11.31937,60,1
000000,dichMus,DM_T_05,2,b,m,reves,2,r_02_bm,0,1,2,NA,11.87151,61,1
000000,dichMus,DM_T_05,2,b,m,reves,2,r_02_bm,0,1,2,NA,12.19657,62,1
000000,dichMus,DM_T_05,2,b,m,reves,2,r_02_bm,0,1,2,NA,12.70751,63,1
000000,dichMus,DM_T_05,2,b,m,reves,2,r_02_bm,0,1,2,NA,13.26077,64,1
000000,dichMus,DM_T_05,2,b,m,reves,2,r_02_bm,0,1,2,NA,13.84737,65,1
000000,dichMus,DM_T_05,2,b,m,reves,2,r_02_bm,0,1,2,NA,14.33175,66,1
000000,dichMus,DM_T_05,2,b,m,reves,2,r_02_bm,0,1,2,NA,14.84156,67,1
000000,dichMus,DM_T_05,2,b,m,reves,2,r_02_bm,0,1,2,NA,15.38912,68,1
000000,dichMus,DM_T_05,2,b,m,reves,2,r_02_bm,0,1,2,NA,16.04485,69,1
